date,region,measures,unit,index_value
1987-09,Canada,Contribution of indirect taxes to monthly growth rate of the Consumer Price Index (CPI),Percent,0.0
1987-09,Canada,Contribution of indirect taxes to monthly growth rate of the Consumer Price Index (CPI) excluding food and energy,Percent,0.0
1987-10,Canada,"Consumer Price Index (CPI) excluding food, energy and the effect of indirect taxes","Index, 2002=100",72.0
1987-10,Canada,"Consumer Price Index (CPI) excluding food, energy and the effect of indirect taxes, seasonally adjusted","Index, 2002=100",
1987-10,Canada,Consumer Price Index (CPI) inversely weighted by volatility and is adjusted to exclude the effect of changes in indirect taxes (CPIW) (year-over-year percent change),Percent,4.1
1987-10,Canada,Consumer Price Index (CPI) excluding the effect of indirect taxes,"Index, 2002=100",72.2
1987-10,Canada,Consumer Price Index (CPI) excluding the effect of indirect taxes,"Index, 1992=100",86.2
1987-10,Canada,"Consumer Price Index (CPI) excluding food, energy and the effect of indirect taxes","Index, 1992=100",85.0
1987-10,Canada,"Consumer Price Index (CPI) excluding the effect of indirect taxes, seasonally adjusted","Index, 1992=100",86.2
1987-10,Canada,"Consumer Price Index (CPI) excluding food, energy and the effect of indirect taxes, seasonally adjusted","Index, 1992=100",84.8
1987-10,Canada,Consumer Price Index (CPI) excluding 8 of the most volatile components and indirect taxes (CPIX),"Index, 1986=100",106.1
1987-10,Canada,Consumer Price Index (CPI) excluding the effect of indirect taxes,"Index, 1986=100",105.1
1987-10,Canada,"Consumer Price Index (CPI) excluding food, energy and the effect of indirect taxes","Index, 1986=100",105.7
1987-10,Canada,"Consumer Price Index (CPI) excluding the effect of indirect taxes, seasonally adjusted","Index, 1986=100",105.1
1987-10,Canada,"Consumer Price Index (CPI) excluding food, energy and the effect of indirect taxes, seasonally adjusted","Index, 1986=100",105.5
1987-10,Canada,Contribution of indirect taxes to annual growth rate of the Consumer Price Index (CPI),Percent,0.3
1987-10,Canada,Contribution of indirect taxes to annual growth rate of the Consumer Price Index (CPI) excluding food and energy,Percent,0.2
1987-10,Canada,Contribution of indirect taxes to monthly growth rate of the Consumer Price Index (CPI),Percent,0.0
1987-10,Canada,Contribution of indirect taxes to monthly growth rate of the Consumer Price Index (CPI) excluding food and energy,Percent,0.0
1987-11,Canada,"Consumer Price Index (CPI) excluding food, energy and the effect of indirect taxes","Index, 2002=100",72.3
1987-11,Canada,"Consumer Price Index (CPI) excluding food, energy and the effect of indirect taxes, seasonally adjusted","Index, 2002=100",
1987-11,Canada,Consumer Price Index (CPI) inversely weighted by volatility and is adjusted to exclude the effect of changes in indirect taxes (CPIW) (year-over-year percent change),Percent,4.1
1987-11,Canada,Consumer Price Index (CPI) excluding the effect of indirect taxes,"Index, 2002=100",72.5
1987-11,Canada,Consumer Price Index (CPI) excluding the effect of indirect taxes,"Index, 1992=100",86.5
1987-11,Canada,"Consumer Price Index (CPI) excluding food, energy and the effect of indirect taxes","Index, 1992=100",85.4
1987-11,Canada,"Consumer Price Index (CPI) excluding the effect of indirect taxes, seasonally adjusted","Index, 1992=100",86.6
1987-11,Canada,"Consumer Price Index (CPI) excluding food, energy and the effect of indirect taxes, seasonally adjusted","Index, 1992=100",85.2
1987-11,Canada,Consumer Price Index (CPI) excluding 8 of the most volatile components and indirect taxes (CPIX),"Index, 1986=100",106.4
1987-11,Canada,Consumer Price Index (CPI) excluding the effect of indirect taxes,"Index, 1986=100",105.5
1987-11,Canada,"Consumer Price Index (CPI) excluding food, energy and the effect of indirect taxes","Index, 1986=100",106.2
1987-11,Canada,"Consumer Price Index (CPI) excluding the effect of indirect taxes, seasonally adjusted","Index, 1986=100",105.6
1987-11,Canada,"Consumer Price Index (CPI) excluding food, energy and the effect of indirect taxes, seasonally adjusted","Index, 1986=100",106.0
1987-11,Canada,Contribution of indirect taxes to annual growth rate of the Consumer Price Index (CPI),Percent,0.3
1987-11,Canada,Contribution of indirect taxes to annual growth rate of the Consumer Price Index (CPI) excluding food and energy,Percent,0.2
1987-11,Canada,Contribution of indirect taxes to monthly growth rate of the Consumer Price Index (CPI),Percent,0.0
1987-11,Canada,Contribution of indirect taxes to monthly growth rate of the Consumer Price Index (CPI) excluding food and energy,Percent,0.0
1987-12,Canada,"Consumer Price Index (CPI) excluding food, energy and the effect of indirect taxes","Index, 2002=100",72.3
1987-12,Canada,"Consumer Price Index (CPI) excluding food, energy and the effect of indirect taxes, seasonally adjusted","Index, 2002=100",
1987-12,Canada,Consumer Price Index (CPI) inversely weighted by volatility and is adjusted to exclude the effect of changes in indirect taxes (CPIW) (year-over-year percent change),Percent,3.7
1987-12,Canada,Consumer Price Index (CPI) excluding the effect of indirect taxes,"Index, 2002=100",72.6
1987-12,Canada,Consumer Price Index (CPI) excluding the effect of indirect taxes,"Index, 1992=100",86.6
1987-12,Canada,"Consumer Price Index (CPI) excluding food, energy and the effect of indirect taxes","Index, 1992=100",85.4
1987-12,Canada,"Consumer Price Index (CPI) excluding the effect of indirect taxes, seasonally adjusted","Index, 1992=100",86.8
1987-12,Canada,"Consumer Price Index (CPI) excluding food, energy and the effect of indirect taxes, seasonally adjusted","Index, 1992=100",85.5
1987-12,Canada,Consumer Price Index (CPI) excluding 8 of the most volatile components and indirect taxes (CPIX),"Index, 1986=100",106.3
1987-12,Canada,Consumer Price Index (CPI) excluding the effect of indirect taxes,"Index, 1986=100",105.6
1987-12,Canada,"Consumer Price Index (CPI) excluding food, energy and the effect of indirect taxes","Index, 1986=100",106.3
1987-12,Canada,"Consumer Price Index (CPI) excluding the effect of indirect taxes, seasonally adjusted","Index, 1986=100",105.9
1987-12,Canada,"Consumer Price Index (CPI) excluding food, energy and the effect of indirect taxes, seasonally adjusted","Index, 1986=100",106.4
1987-12,Canada,Contribution of indirect taxes to annual growth rate of the Consumer Price Index (CPI),Percent,0.3
1987-12,Canada,Contribution of indirect taxes to annual growth rate of the Consumer Price Index (CPI) excluding food and energy,Percent,0.2
1987-12,Canada,Contribution of indirect taxes to monthly growth rate of the Consumer Price Index (CPI),Percent,0.0
1987-12,Canada,Contribution of indirect taxes to monthly growth rate of the Consumer Price Index (CPI) excluding food and energy,Percent,0.0
1988-01,Canada,"Consumer Price Index (CPI) excluding food, energy and the effect of indirect taxes","Index, 2002=100",72.0
1988-01,Canada,"Consumer Price Index (CPI) excluding food, energy and the effect of indirect taxes, seasonally adjusted","Index, 2002=100",
1988-01,Canada,Consumer Price Index (CPI) inversely weighted by volatility and is adjusted to exclude the effect of changes in indirect taxes (CPIW) (year-over-year percent change),Percent,3.7
1988-01,Canada,Consumer Price Index (CPI) excluding the effect of indirect taxes,"Index, 2002=100",72.5
1988-01,Canada,Consumer Price Index (CPI) excluding the effect of indirect taxes,"Index, 1992=100",86.5
1988-01,Canada,"Consumer Price Index (CPI) excluding food, energy and the effect of indirect taxes","Index, 1992=100",85.0
1988-01,Canada,"Consumer Price Index (CPI) excluding the effect of indirect taxes, seasonally adjusted","Index, 1992=100",86.7
1988-01,Canada,"Consumer Price Index (CPI) excluding food, energy and the effect of indirect taxes, seasonally adjusted","Index, 1992=100",85.4
1988-01,Canada,Consumer Price Index (CPI) excluding 8 of the most volatile components and indirect taxes (CPIX),"Index, 1986=100",106.5
1988-01,Canada,Consumer Price Index (CPI) excluding the effect of indirect taxes,"Index, 1986=100",105.5
1988-01,Canada,"Consumer Price Index (CPI) excluding food, energy and the effect of indirect taxes","Index, 1986=100",105.8
1988-01,Canada,"Consumer Price Index (CPI) excluding the effect of indirect taxes, seasonally adjusted","Index, 1986=100",105.7
1988-01,Canada,"Consumer Price Index (CPI) excluding food, energy and the effect of indirect taxes, seasonally adjusted","Index, 1986=100",106.2
1988-01,Canada,Contribution of indirect taxes to annual growth rate of the Consumer Price Index (CPI),Percent,0.6
1988-01,Canada,Contribution of indirect taxes to annual growth rate of the Consumer Price Index (CPI) excluding food and energy,Percent,0.7
1988-01,Canada,Contribution of indirect taxes to monthly growth rate of the Consumer Price Index (CPI),Percent,0.3
1988-01,Canada,Contribution of indirect taxes to monthly growth rate of the Consumer Price Index (CPI) excluding food and energy,Percent,0.4
1988-02,Canada,"Consumer Price Index (CPI) excluding food, energy and the effect of indirect taxes","Index, 2002=100",72.6
1988-02,Canada,"Consumer Price Index (CPI) excluding food, energy and the effect of indirect taxes, seasonally adjusted","Index, 2002=100",
1988-02,Canada,Consumer Price Index (CPI) inversely weighted by volatility and is adjusted to exclude the effect of changes in indirect taxes (CPIW) (year-over-year percent change),Percent,3.8
1988-02,Canada,Consumer Price Index (CPI) excluding the effect of indirect taxes,"Index, 2002=100",72.8
1988-02,Canada,Consumer Price Index (CPI) excluding the effect of indirect taxes,"Index, 1992=100",86.8
1988-02,Canada,"Consumer Price Index (CPI) excluding food, energy and the effect of indirect taxes","Index, 1992=100",85.7
1988-02,Canada,"Consumer Price Index (CPI) excluding the effect of indirect taxes, seasonally adjusted","Index, 1992=100",86.9
1988-02,Canada,"Consumer Price Index (CPI) excluding food, energy and the effect of indirect taxes, seasonally adjusted","Index, 1992=100",85.7
1988-02,Canada,Consumer Price Index (CPI) excluding 8 of the most volatile components and indirect taxes (CPIX),"Index, 1986=100",107.1
1988-02,Canada,Consumer Price Index (CPI) excluding the effect of indirect taxes,"Index, 1986=100",105.9
1988-02,Canada,"Consumer Price Index (CPI) excluding food, energy and the effect of indirect taxes","Index, 1986=100",106.5
1988-02,Canada,"Consumer Price Index (CPI) excluding the effect of indirect taxes, seasonally adjusted","Index, 1986=100",106.0
1988-02,Canada,"Consumer Price Index (CPI) excluding food, energy and the effect of indirect taxes, seasonally adjusted","Index, 1986=100",106.6
1988-02,Canada,Contribution of indirect taxes to annual growth rate of the Consumer Price Index (CPI),Percent,0.5
1988-02,Canada,Contribution of indirect taxes to annual growth rate of the Consumer Price Index (CPI) excluding food and energy,Percent,0.7
1988-02,Canada,Contribution of indirect taxes to monthly growth rate of the Consumer Price Index (CPI),Percent,0.0
1988-02,Canada,Contribution of indirect taxes to monthly growth rate of the Consumer Price Index (CPI) excluding food and energy,Percent,0.0
1988-03,Canada,"Consumer Price Index (CPI) excluding food, energy and the effect of indirect taxes","Index, 2002=100",73.1
1988-03,Canada,"Consumer Price Index (CPI) excluding food, energy and the effect of indirect taxes, seasonally adjusted","Index, 2002=100",
1988-03,Canada,Consumer Price Index (CPI) inversely weighted by volatility and is adjusted to exclude the effect of changes in indirect taxes (CPIW) (year-over-year percent change),Percent,4.0
1988-03,Canada,Consumer Price Index (CPI) excluding the effect of indirect taxes,"Index, 2002=100",73.2
1988-03,Canada,Consumer Price Index (CPI) excluding the effect of indirect taxes,"Index, 1992=100",87.3
1988-03,Canada,"Consumer Price Index (CPI) excluding food, energy and the effect of indirect taxes","Index, 1992=100",86.4
1988-03,Canada,"Consumer Price Index (CPI) excluding the effect of indirect taxes, seasonally adjusted","Index, 1992=100",87.3
1988-03,Canada,"Consumer Price Index (CPI) excluding food, energy and the effect of indirect taxes, seasonally adjusted","Index, 1992=100",86.3
1988-03,Canada,Consumer Price Index (CPI) excluding 8 of the most volatile components and indirect taxes (CPIX),"Index, 1986=100",107.6
1988-03,Canada,Consumer Price Index (CPI) excluding the effect of indirect taxes,"Index, 1986=100",106.5
1988-03,Canada,"Consumer Price Index (CPI) excluding food, energy and the effect of indirect taxes","Index, 1986=100",107.4
1988-03,Canada,"Consumer Price Index (CPI) excluding the effect of indirect taxes, seasonally adjusted","Index, 1986=100",106.5
1988-03,Canada,"Consumer Price Index (CPI) excluding food, energy and the effect of indirect taxes, seasonally adjusted","Index, 1986=100",107.4
1988-03,Canada,Contribution of indirect taxes to annual growth rate of the Consumer Price Index (CPI),Percent,0.5
1988-03,Canada,Contribution of indirect taxes to annual growth rate of the Consumer Price Index (CPI) excluding food and energy,Percent,0.6
1988-03,Canada,Contribution of indirect taxes to monthly growth rate of the Consumer Price Index (CPI),Percent,0.0
1988-03,Canada,Contribution of indirect taxes to monthly growth rate of the Consumer Price Index (CPI) excluding food and energy,Percent,0.0
1988-04,Canada,"Consumer Price Index (CPI) excluding food, energy and the effect of indirect taxes","Index, 2002=100",73.3
